Organisational Family,Organisation,Category,Service Type, Price 
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Vehicles,Purchase, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Vehicles,Vehicle Disposal, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Vehicles,Vehicle Maintenance, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Vehicles,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Animal Related Goods, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Art & Exhibits," £162,187 "
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Clothing, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Domestic Goods, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Environmental Materials, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Learning & Development Materials, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Non-Catering Vending Machines, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Operational Goods,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Engineering Goods,Industrial, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Engineering Goods,Non-Medical Chemicals, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Engineering Goods,Tools, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Engineering Goods,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Waste Management,Waste Management Materials, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Waste Management,Waste Management Services, £-   
"Department for Environment, Food  and Rural Affairs",Rural Payments Agency,Waste Management,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Clinical Support Services, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Environmental Services, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Financial Services, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Interpretation & Translation Services, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Learning & Development Services," £2,863 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Legal Services, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Operational Services," £2,650 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Technical Services," £8,180,185 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Other,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Temporary Staff,Admin & Clerical," £256,546 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Temporary Staff,Interim Managers, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Temporary Staff,Specialist Contractors," £250,367 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Temporary Staff,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Finance Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,"Human Resource, Training & Education Consultancy", £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,IT/IS Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Legal Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Marketing & Communications Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Org & Change Management Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,PPM Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Procurement Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Property & Construction Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Strategy Consultancy," £385,386 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Technical Consultancy, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Professional Services Consultancy,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Events Admissions," £3,829 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Staff Childcare, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Staff Health & Safety, £39 
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Staff Medical Care, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Staff Relocation, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Staff Subscriptions," £22,335 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Personnel Related,Uncategorised, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Adult Social Care, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Child Social Care, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Educational Programmes, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Emergency Services, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Entertainment Services," £3,141 "
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Legal Aid, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Operation of Custodial Facilities, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Transport Provision, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Welfare to Work, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,World Programmes, £-   
"Department for Environment, Food  and Rural Affairs",Veterinary Laboratories Agency,Social Care,Uncategorised, £-   
